,index,date,name,title_text,content_text,link,date_b
10,4,15.fev.2023 às 19h42,Folha de S.Paulo - Cotidiano,Ação da polícia na cracolândia mantém modelo semelhante ao da gestão anterior,"Policiais civis chegaram pela alameda Barão de Limeira e entraram pela rua dos Gusmões, enquanto os guardas, munidos de escudos e munição não letal, partiram da rua Conselheiro Nébias, na altura ...",https://www1.folha.uol.com.br/cotidiano/2023/02/acao-da-policia-na-cracolandia-mantem-modelo-semelhante-ao-da-gestao-anterior.shtml,2023-02-15
11,100,15.fev.2023 às 19h42,Folha de S.Paulo - Cotidiano,Ação da polícia na cracolândia mantém modelo semelhante ao da gestão anterior,"Policiais civis chegaram pela alameda Barão de Limeira e entraram pela rua dos Gusmões, enquanto os guardas, munidos de escudos e munição não letal, partiram da rua Conselheiro Nébias, na altura ...",https://www1.folha.uol.com.br/cotidiano/2023/02/acao-da-policia-na-cracolandia-mantem-modelo-semelhante-ao-da-gestao-anterior.shtml,2023-02-15
12,52,15.fev.2023 às 19h42,Folha de S.Paulo - Cotidiano,Ação da polícia na cracolândia mantém modelo semelhante ao da gestão anterior,"Policiais civis chegaram pela alameda Barão de Limeira e entraram pela rua dos Gusmões, enquanto os guardas, munidos de escudos e munição não letal, partiram da rua Conselheiro Nébias, na altura ...",https://www1.folha.uol.com.br/cotidiano/2023/02/acao-da-policia-na-cracolandia-mantem-modelo-semelhante-ao-da-gestao-anterior.shtml,2023-02-15
13,28,15.fev.2023 às 19h42,Folha de S.Paulo - Cotidiano,Ação da polícia na cracolândia mantém modelo semelhante ao da gestão anterior,"Policiais civis chegaram pela alameda Barão de Limeira e entraram pela rua dos Gusmões, enquanto os guardas, munidos de escudos e munição não letal, partiram da rua Conselheiro Nébias, na altura ...",https://www1.folha.uol.com.br/cotidiano/2023/02/acao-da-policia-na-cracolandia-mantem-modelo-semelhante-ao-da-gestao-anterior.shtml,2023-02-15
14,76,15.fev.2023 às 19h42,Folha de S.Paulo - Cotidiano,Ação da polícia na cracolândia mantém modelo semelhante ao da gestão anterior,"Policiais civis chegaram pela alameda Barão de Limeira e entraram pela rua dos Gusmões, enquanto os guardas, munidos de escudos e munição não letal, partiram da rua Conselheiro Nébias, na altura ...",https://www1.folha.uol.com.br/cotidiano/2023/02/acao-da-policia-na-cracolandia-mantem-modelo-semelhante-ao-da-gestao-anterior.shtml,2023-02-15
15,101,31.mai.2022 às 16h11,Folha de S.Paulo - Cotidiano,Policial investigado por matar usuário de drogas diz ter atirado após ameaças,"Antes, ele relatou que seu colega, o investigador Oswaldo José Sodré Ley Rangel, tentou conter a multidão ao efetuar seis disparos com uma espingarda calibre 12 mm de munição não letal. ...",https://www1.folha.uol.com.br/cotidiano/2022/05/policial-investigado-por-matar-usuario-de-drogas-diz-ter-atirado-apos-ameacas.shtml,2022-05-31
16,77,31.mai.2022 às 16h11,Folha de S.Paulo - Cotidiano,Policial investigado por matar usuário de drogas diz ter atirado após ameaças,"Antes, ele relatou que seu colega, o investigador Oswaldo José Sodré Ley Rangel, tentou conter a multidão ao efetuar seis disparos com uma espingarda calibre 12 mm de munição não letal. ...",https://www1.folha.uol.com.br/cotidiano/2022/05/policial-investigado-por-matar-usuario-de-drogas-diz-ter-atirado-apos-ameacas.shtml,2022-05-31
17,53,31.mai.2022 às 16h11,Folha de S.Paulo - Cotidiano,Policial investigado por matar usuário de drogas diz ter atirado após ameaças,"Antes, ele relatou que seu colega, o investigador Oswaldo José Sodré Ley Rangel, tentou conter a multidão ao efetuar seis disparos com uma espingarda calibre 12 mm de munição não letal. ...",https://www1.folha.uol.com.br/cotidiano/2022/05/policial-investigado-por-matar-usuario-de-drogas-diz-ter-atirado-apos-ameacas.shtml,2022-05-31
18,29,31.mai.2022 às 16h11,Folha de S.Paulo - Cotidiano,Policial investigado por matar usuário de drogas diz ter atirado após ameaças,"Antes, ele relatou que seu colega, o investigador Oswaldo José Sodré Ley Rangel, tentou conter a multidão ao efetuar seis disparos com uma espingarda calibre 12 mm de munição não letal. ...",https://www1.folha.uol.com.br/cotidiano/2022/05/policial-investigado-por-matar-usuario-de-drogas-diz-ter-atirado-apos-ameacas.shtml,2022-05-31
19,125,31.mai.2022 às 16h11,Folha de S.Paulo - Cotidiano,Policial investigado por matar usuário de drogas diz ter atirado após ameaças,"Antes, ele relatou que seu colega, o investigador Oswaldo José Sodré Ley Rangel, tentou conter a multidão ao efetuar seis disparos com uma espingarda calibre 12 mm de munição não letal. ...",https://www1.folha.uol.com.br/cotidiano/2022/05/policial-investigado-por-matar-usuario-de-drogas-diz-ter-atirado-apos-ameacas.shtml,2022-05-31
20,5,31.mai.2022 às 16h11,Folha de S.Paulo - Cotidiano,Policial investigado por matar usuário de drogas diz ter atirado após ameaças,"Antes, ele relatou que seu colega, o investigador Oswaldo José Sodré Ley Rangel, tentou conter a multidão ao efetuar seis disparos com uma espingarda calibre 12 mm de munição não letal. ...",https://www1.folha.uol.com.br/cotidiano/2022/05/policial-investigado-por-matar-usuario-de-drogas-diz-ter-atirado-apos-ameacas.shtml,2022-05-31
21,150,2.mar.2022 às 15h16,Folha de S.Paulo - Cotidiano,Cozinheiro é morto após jogar carro contra guardas em São Paulo; veja vídeo,"Em depoimento à Polícia Civil, os guardas afirmaram primeiramente ter atirado com munição não letal. ...",https://www1.folha.uol.com.br/cotidiano/2022/03/cozinheiro-e-morto-apos-jogar-carro-contra-guardas-em-sao-paulo.shtml,2022-03-02
22,7,2.mar.2022 às 12h45,Ao Vivo - Mundo,Protesto contra vacina na Nova Zelândia termina em confronto e prisões,Os agentes reagiram com munição não letal e spray de pimenta. ...,https://aovivo.folha.uol.com.br/mundo/2022/01/11/6098-acompanhe-as-informacoes-sobre-a-pandemia-de-coronavirus-no-mundo.shtml#post413622,2022-03-02
23,102,2.mar.2022 às 15h16,Folha de S.Paulo - Cotidiano,Cozinheiro é morto após jogar carro contra guardas em São Paulo; veja vídeo,"Em depoimento à Polícia Civil, os guardas afirmaram primeiramente ter atirado com munição não letal. ...",https://www1.folha.uol.com.br/cotidiano/2022/03/cozinheiro-e-morto-apos-jogar-carro-contra-guardas-em-sao-paulo.shtml,2022-03-02
24,6,2.mar.2022 às 15h16,Folha de S.Paulo - Cotidiano,Cozinheiro é morto após jogar carro contra guardas em São Paulo; veja vídeo,"Em depoimento à Polícia Civil, os guardas afirmaram primeiramente ter atirado com munição não letal. ...",https://www1.folha.uol.com.br/cotidiano/2022/03/cozinheiro-e-morto-apos-jogar-carro-contra-guardas-em-sao-paulo.shtml,2022-03-02
25,103,2.mar.2022 às 12h45,Ao Vivo - Mundo,Protesto contra vacina na Nova Zelândia termina em confronto e prisões,Os agentes reagiram com munição não letal e spray de pimenta. ...,https://aovivo.folha.uol.com.br/mundo/2022/01/11/6098-acompanhe-as-informacoes-sobre-a-pandemia-de-coronavirus-no-mundo.shtml#post413622,2022-03-02
26,78,2.mar.2022 às 15h16,Folha de S.Paulo - Cotidiano,Cozinheiro é morto após jogar carro contra guardas em São Paulo; veja vídeo,"Em depoimento à Polícia Civil, os guardas afirmaram primeiramente ter atirado com munição não letal. ...",https://www1.folha.uol.com.br/cotidiano/2022/03/cozinheiro-e-morto-apos-jogar-carro-contra-guardas-em-sao-paulo.shtml,2022-03-02
27,31,2.mar.2022 às 12h45,Ao Vivo - Mundo,Protesto contra vacina na Nova Zelândia termina em confronto e prisões,Os agentes reagiram com munição não letal e spray de pimenta. ...,https://aovivo.folha.uol.com.br/mundo/2022/01/11/6098-acompanhe-as-informacoes-sobre-a-pandemia-de-coronavirus-no-mundo.shtml#post413622,2022-03-02
28,175,2.mar.2022 às 12h45,Ao Vivo - Mundo,Protesto contra vacina na Nova Zelândia termina em confronto e prisões,Os agentes reagiram com munição não letal e spray de pimenta. ...,https://aovivo.folha.uol.com.br/mundo/2022/01/11/6098-acompanhe-as-informacoes-sobre-a-pandemia-de-coronavirus-no-mundo.shtml#post413622,2022-03-02
29,30,2.mar.2022 às 15h16,Folha de S.Paulo - Cotidiano,Cozinheiro é morto após jogar carro contra guardas em São Paulo; veja vídeo,"Em depoimento à Polícia Civil, os guardas afirmaram primeiramente ter atirado com munição não letal. ...",https://www1.folha.uol.com.br/cotidiano/2022/03/cozinheiro-e-morto-apos-jogar-carro-contra-guardas-em-sao-paulo.shtml,2022-03-02
30,151,2.mar.2022 às 12h45,Ao Vivo - Mundo,Protesto contra vacina na Nova Zelândia termina em confronto e prisões,Os agentes reagiram com munição não letal e spray de pimenta. ...,https://aovivo.folha.uol.com.br/mundo/2022/01/11/6098-acompanhe-as-informacoes-sobre-a-pandemia-de-coronavirus-no-mundo.shtml#post413622,2022-03-02
31,79,2.mar.2022 às 12h45,Ao Vivo - Mundo,Protesto contra vacina na Nova Zelândia termina em confronto e prisões,Os agentes reagiram com munição não letal e spray de pimenta. ...,https://aovivo.folha.uol.com.br/mundo/2022/01/11/6098-acompanhe-as-informacoes-sobre-a-pandemia-de-coronavirus-no-mundo.shtml#post413622,2022-03-02
32,54,2.mar.2022 às 15h16,Folha de S.Paulo - Cotidiano,Cozinheiro é morto após jogar carro contra guardas em São Paulo; veja vídeo,"Em depoimento à Polícia Civil, os guardas afirmaram primeiramente ter atirado com munição não letal. ...",https://www1.folha.uol.com.br/cotidiano/2022/03/cozinheiro-e-morto-apos-jogar-carro-contra-guardas-em-sao-paulo.shtml,2022-03-02
33,55,2.mar.2022 às 12h45,Ao Vivo - Mundo,Protesto contra vacina na Nova Zelândia termina em confronto e prisões,Os agentes reagiram com munição não letal e spray de pimenta. ...,https://aovivo.folha.uol.com.br/mundo/2022/01/11/6098-acompanhe-as-informacoes-sobre-a-pandemia-de-coronavirus-no-mundo.shtml#post413622,2022-03-02
34,127,2.mar.2022 às 12h45,Ao Vivo - Mundo,Protesto contra vacina na Nova Zelândia termina em confronto e prisões,Os agentes reagiram com munição não letal e spray de pimenta. ...,https://aovivo.folha.uol.com.br/mundo/2022/01/11/6098-acompanhe-as-informacoes-sobre-a-pandemia-de-coronavirus-no-mundo.shtml#post413622,2022-03-02
35,126,2.mar.2022 às 15h16,Folha de S.Paulo - Cotidiano,Cozinheiro é morto após jogar carro contra guardas em São Paulo; veja vídeo,"Em depoimento à Polícia Civil, os guardas afirmaram primeiramente ter atirado com munição não letal. ...",https://www1.folha.uol.com.br/cotidiano/2022/03/cozinheiro-e-morto-apos-jogar-carro-contra-guardas-em-sao-paulo.shtml,2022-03-02
36,104,13.abr.2021 às 11h07,Folha de S.Paulo - Mundo,Agente e chefe de polícia nos EUA renunciam após morte de homem negro,não letal. ...,https://www1.folha.uol.com.br/mundo/2021/04/policia-prende-mais-de-50-em-2a-noite-de-protestos-apos-morte-de-homem-negro-nos-eua.shtml,2021-04-13
37,8,13.abr.2021 às 11h07,Folha de S.Paulo - Mundo,Agente e chefe de polícia nos EUA renunciam após morte de homem negro,não letal. ...,https://www1.folha.uol.com.br/mundo/2021/04/policia-prende-mais-de-50-em-2a-noite-de-protestos-apos-morte-de-homem-negro-nos-eua.shtml,2021-04-13
38,56,13.abr.2021 às 11h07,Folha de S.Paulo - Mundo,Agente e chefe de polícia nos EUA renunciam após morte de homem negro,não letal. ...,https://www1.folha.uol.com.br/mundo/2021/04/policia-prende-mais-de-50-em-2a-noite-de-protestos-apos-morte-de-homem-negro-nos-eua.shtml,2021-04-13
39,176,13.abr.2021 às 11h07,Folha de S.Paulo - Mundo,Agente e chefe de polícia nos EUA renunciam após morte de homem negro,não letal. ...,https://www1.folha.uol.com.br/mundo/2021/04/policia-prende-mais-de-50-em-2a-noite-de-protestos-apos-morte-de-homem-negro-nos-eua.shtml,2021-04-13
40,80,13.abr.2021 às 11h07,Folha de S.Paulo - Mundo,Agente e chefe de polícia nos EUA renunciam após morte de homem negro,não letal. ...,https://www1.folha.uol.com.br/mundo/2021/04/policia-prende-mais-de-50-em-2a-noite-de-protestos-apos-morte-de-homem-negro-nos-eua.shtml,2021-04-13
41,200,13.abr.2021 às 11h07,Folha de S.Paulo - Mundo,Agente e chefe de polícia nos EUA renunciam após morte de homem negro,não letal. ...,https://www1.folha.uol.com.br/mundo/2021/04/policia-prende-mais-de-50-em-2a-noite-de-protestos-apos-morte-de-homem-negro-nos-eua.shtml,2021-04-13
42,128,13.abr.2021 às 11h07,Folha de S.Paulo - Mundo,Agente e chefe de polícia nos EUA renunciam após morte de homem negro,não letal. ...,https://www1.folha.uol.com.br/mundo/2021/04/policia-prende-mais-de-50-em-2a-noite-de-protestos-apos-morte-de-homem-negro-nos-eua.shtml,2021-04-13
43,152,13.abr.2021 às 11h07,Folha de S.Paulo - Mundo,Agente e chefe de polícia nos EUA renunciam após morte de homem negro,não letal. ...,https://www1.folha.uol.com.br/mundo/2021/04/policia-prende-mais-de-50-em-2a-noite-de-protestos-apos-morte-de-homem-negro-nos-eua.shtml,2021-04-13
44,32,13.abr.2021 às 11h07,Folha de S.Paulo - Mundo,Agente e chefe de polícia nos EUA renunciam após morte de homem negro,não letal. ...,https://www1.folha.uol.com.br/mundo/2021/04/policia-prende-mais-de-50-em-2a-noite-de-protestos-apos-morte-de-homem-negro-nos-eua.shtml,2021-04-13
45,33,22.jul.2020 às 19h12,Folha de S.Paulo - Mundo,Trump anuncia envio de tropas para conter protestos violentos em mais 3 cidades,não letal pelos agentes federais. ...,https://www1.folha.uol.com.br/mundo/2020/07/manifestantes-e-forcas-federais-voltam-a-se-enfrentar-em-portland.shtml,2020-07-22
46,105,22.jul.2020 às 19h12,Folha de S.Paulo - Mundo,Trump anuncia envio de tropas para conter protestos violentos em mais 3 cidades,não letal pelos agentes federais. ...,https://www1.folha.uol.com.br/mundo/2020/07/manifestantes-e-forcas-federais-voltam-a-se-enfrentar-em-portland.shtml,2020-07-22
47,153,22.jul.2020 às 19h12,Folha de S.Paulo - Mundo,Trump anuncia envio de tropas para conter protestos violentos em mais 3 cidades,não letal pelos agentes federais. ...,https://www1.folha.uol.com.br/mundo/2020/07/manifestantes-e-forcas-federais-voltam-a-se-enfrentar-em-portland.shtml,2020-07-22
48,81,22.jul.2020 às 19h12,Folha de S.Paulo - Mundo,Trump anuncia envio de tropas para conter protestos violentos em mais 3 cidades,não letal pelos agentes federais. ...,https://www1.folha.uol.com.br/mundo/2020/07/manifestantes-e-forcas-federais-voltam-a-se-enfrentar-em-portland.shtml,2020-07-22
49,57,22.jul.2020 às 19h12,Folha de S.Paulo - Mundo,Trump anuncia envio de tropas para conter protestos violentos em mais 3 cidades,não letal pelos agentes federais. ...,https://www1.folha.uol.com.br/mundo/2020/07/manifestantes-e-forcas-federais-voltam-a-se-enfrentar-em-portland.shtml,2020-07-22
50,177,22.jul.2020 às 19h12,Folha de S.Paulo - Mundo,Trump anuncia envio de tropas para conter protestos violentos em mais 3 cidades,não letal pelos agentes federais. ...,https://www1.folha.uol.com.br/mundo/2020/07/manifestantes-e-forcas-federais-voltam-a-se-enfrentar-em-portland.shtml,2020-07-22
51,9,22.jul.2020 às 19h12,Folha de S.Paulo - Mundo,Trump anuncia envio de tropas para conter protestos violentos em mais 3 cidades,não letal pelos agentes federais. ...,https://www1.folha.uol.com.br/mundo/2020/07/manifestantes-e-forcas-federais-voltam-a-se-enfrentar-em-portland.shtml,2020-07-22
52,129,22.jul.2020 às 19h12,Folha de S.Paulo - Mundo,Trump anuncia envio de tropas para conter protestos violentos em mais 3 cidades,não letal pelos agentes federais. ...,https://www1.folha.uol.com.br/mundo/2020/07/manifestantes-e-forcas-federais-voltam-a-se-enfrentar-em-portland.shtml,2020-07-22
53,225,22.jul.2020 às 19h12,Folha de S.Paulo - Mundo,Trump anuncia envio de tropas para conter protestos violentos em mais 3 cidades,não letal pelos agentes federais. ...,https://www1.folha.uol.com.br/mundo/2020/07/manifestantes-e-forcas-federais-voltam-a-se-enfrentar-em-portland.shtml,2020-07-22
54,201,22.jul.2020 às 19h12,Folha de S.Paulo - Mundo,Trump anuncia envio de tropas para conter protestos violentos em mais 3 cidades,não letal pelos agentes federais. ...,https://www1.folha.uol.com.br/mundo/2020/07/manifestantes-e-forcas-federais-voltam-a-se-enfrentar-em-portland.shtml,2020-07-22
55,226,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02
56,130,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02
57,58,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02
58,10,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02
59,178,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02
60,202,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02
61,82,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02
62,106,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02
63,154,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02
64,34,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02
65,203,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27
66,155,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27
67,35,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27
68,59,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27
69,227,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27
70,11,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27
71,131,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27
72,179,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27
