,date,name,title_text,content_text,link,date_b,condor,guarda,disparo,matou,morto,mortos,morte,morreu,feriu,bala,fatal,não letal,não-letal,não letais,não-letais,bala de borracha,munição,borracha,granada,lacrimogêneo,condor_t,não_letal_G,morte_G,bala_de_borracha_G,year
48,22.jul.2020 às 19h12,Folha de S.Paulo - Mundo,Trump anuncia envio de tropas para conter protestos violentos em mais 3 cidades,não letal pelos agentes federais. ...,https://www1.folha.uol.com.br/mundo/2020/07/manifestantes-e-forcas-federais-voltam-a-se-enfrentar-em-portland.shtml,2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
49,22.jul.2020 às 19h12,Folha de S.Paulo - Mundo,Trump anuncia envio de tropas para conter protestos violentos em mais 3 cidades,não letal pelos agentes federais. ...,https://www1.folha.uol.com.br/mundo/2020/07/manifestantes-e-forcas-federais-voltam-a-se-enfrentar-em-portland.shtml,2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
50,22.jul.2020 às 19h12,Folha de S.Paulo - Mundo,Trump anuncia envio de tropas para conter protestos violentos em mais 3 cidades,não letal pelos agentes federais. ...,https://www1.folha.uol.com.br/mundo/2020/07/manifestantes-e-forcas-federais-voltam-a-se-enfrentar-em-portland.shtml,2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
51,22.jul.2020 às 19h12,Folha de S.Paulo - Mundo,Trump anuncia envio de tropas para conter protestos violentos em mais 3 cidades,não letal pelos agentes federais. ...,https://www1.folha.uol.com.br/mundo/2020/07/manifestantes-e-forcas-federais-voltam-a-se-enfrentar-em-portland.shtml,2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
52,22.jul.2020 às 19h12,Folha de S.Paulo - Mundo,Trump anuncia envio de tropas para conter protestos violentos em mais 3 cidades,não letal pelos agentes federais. ...,https://www1.folha.uol.com.br/mundo/2020/07/manifestantes-e-forcas-federais-voltam-a-se-enfrentar-em-portland.shtml,2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
53,22.jul.2020 às 19h12,Folha de S.Paulo - Mundo,Trump anuncia envio de tropas para conter protestos violentos em mais 3 cidades,não letal pelos agentes federais. ...,https://www1.folha.uol.com.br/mundo/2020/07/manifestantes-e-forcas-federais-voltam-a-se-enfrentar-em-portland.shtml,2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
54,22.jul.2020 às 19h12,Folha de S.Paulo - Mundo,Trump anuncia envio de tropas para conter protestos violentos em mais 3 cidades,não letal pelos agentes federais. ...,https://www1.folha.uol.com.br/mundo/2020/07/manifestantes-e-forcas-federais-voltam-a-se-enfrentar-em-portland.shtml,2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
55,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
56,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
57,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
58,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
59,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
60,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
61,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
62,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
63,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
64,2.jun.2020 às 5h00,Folha de S.Paulo - Podcasts,Colunista fala sobre violência policial e atos antirracistas nos EUA; ouça,"Em meio aos atos, viaturas e edifícios foram incendiados e lojas foram saqueadas, e as autoridades reprimiram as manifestações usando bombas de efeito moral e munição não letal. ...",https://www1.folha.uol.com.br/podcasts/2020/06/colunista-fala-sobre-violencia-policial-e-atos-antirracistas-nos-eua-ouca.shtml,2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
65,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
66,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
67,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
68,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
69,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
70,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
71,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
72,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
73,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
74,27.fev.2020 às 21h28,Folha de S.Paulo - Cotidiano,Tribunal determina novas diligências sobre mortes de jovens em Paraisópolis,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/tribunal-determina-novas-diligencias-sobre-mortes-de-jovens-em-paraisopolis.shtml,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
75,7.fev.2020 às 18h27,Folha de S.Paulo - Cotidiano,PM de SP considera lícita a ação em Paraisópolis que terminou com 9 mortos,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/pm-de-sp-considera-licita-a-acao-em-paraisopolis-que-terminou-com-9-mortos.shtml,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
76,7.fev.2020 às 18h27,Folha de S.Paulo - Cotidiano,PM de SP considera lícita a ação em Paraisópolis que terminou com 9 mortos,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/pm-de-sp-considera-licita-a-acao-em-paraisopolis-que-terminou-com-9-mortos.shtml,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
77,7.fev.2020 às 18h27,Folha de S.Paulo - Cotidiano,PM de SP considera lícita a ação em Paraisópolis que terminou com 9 mortos,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/pm-de-sp-considera-licita-a-acao-em-paraisopolis-que-terminou-com-9-mortos.shtml,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
78,7.fev.2020 às 18h27,Folha de S.Paulo - Cotidiano,PM de SP considera lícita a ação em Paraisópolis que terminou com 9 mortos,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/pm-de-sp-considera-licita-a-acao-em-paraisopolis-que-terminou-com-9-mortos.shtml,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
79,7.fev.2020 às 18h27,Folha de S.Paulo - Cotidiano,PM de SP considera lícita a ação em Paraisópolis que terminou com 9 mortos,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/pm-de-sp-considera-licita-a-acao-em-paraisopolis-que-terminou-com-9-mortos.shtml,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
80,7.fev.2020 às 18h27,Folha de S.Paulo - Cotidiano,PM de SP considera lícita a ação em Paraisópolis que terminou com 9 mortos,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/pm-de-sp-considera-licita-a-acao-em-paraisopolis-que-terminou-com-9-mortos.shtml,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
81,7.fev.2020 às 18h27,Folha de S.Paulo - Cotidiano,PM de SP considera lícita a ação em Paraisópolis que terminou com 9 mortos,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/pm-de-sp-considera-licita-a-acao-em-paraisopolis-que-terminou-com-9-mortos.shtml,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
82,7.fev.2020 às 18h27,Folha de S.Paulo - Cotidiano,PM de SP considera lícita a ação em Paraisópolis que terminou com 9 mortos,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/pm-de-sp-considera-licita-a-acao-em-paraisopolis-que-terminou-com-9-mortos.shtml,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
83,7.fev.2020 às 18h27,Folha de S.Paulo - Cotidiano,PM de SP considera lícita a ação em Paraisópolis que terminou com 9 mortos,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/pm-de-sp-considera-licita-a-acao-em-paraisopolis-que-terminou-com-9-mortos.shtml,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
84,7.fev.2020 às 18h27,Folha de S.Paulo - Cotidiano,PM de SP considera lícita a ação em Paraisópolis que terminou com 9 mortos,"Parte do público também teria tentado atacar os policiais militares, sendo necessário, segundo a versão dos policiais, o uso de munição não letal (como bombas de efeito moral, balas de borracha ...",https://www1.folha.uol.com.br/cotidiano/2020/02/pm-de-sp-considera-licita-a-acao-em-paraisopolis-que-terminou-com-9-mortos.shtml,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2020
85,16.jan.2020 às 2h00,Folha de S.Paulo - Cotidiano,Gestão Doria usa detenções e lei mais dura para sufocar protestos em São Paulo,"Segundo o professor, a tática afasta pessoas que têm receio de estarem presas em um ambiente no qual a polícia utiliza com frequência munição não letal e bombas de gás contra os manifestantes ...",https://www1.folha.uol.com.br/cotidiano/2020/01/gestao-doria-usa-detencoes-e-lei-mais-dura-para-sufocar-protestos-em-sao-paulo.shtml,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
86,16.jan.2020 às 2h00,Folha de S.Paulo - Cotidiano,Gestão Doria usa detenções e lei mais dura para sufocar protestos em São Paulo,"Segundo o professor, a tática afasta pessoas que têm receio de estarem presas em um ambiente no qual a polícia utiliza com frequência munição não letal e bombas de gás contra os manifestantes ...",https://www1.folha.uol.com.br/cotidiano/2020/01/gestao-doria-usa-detencoes-e-lei-mais-dura-para-sufocar-protestos-em-sao-paulo.shtml,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
87,16.jan.2020 às 2h00,Folha de S.Paulo - Cotidiano,Gestão Doria usa detenções e lei mais dura para sufocar protestos em São Paulo,"Segundo o professor, a tática afasta pessoas que têm receio de estarem presas em um ambiente no qual a polícia utiliza com frequência munição não letal e bombas de gás contra os manifestantes ...",https://www1.folha.uol.com.br/cotidiano/2020/01/gestao-doria-usa-detencoes-e-lei-mais-dura-para-sufocar-protestos-em-sao-paulo.shtml,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
88,16.jan.2020 às 2h00,Folha de S.Paulo - Cotidiano,Gestão Doria usa detenções e lei mais dura para sufocar protestos em São Paulo,"Segundo o professor, a tática afasta pessoas que têm receio de estarem presas em um ambiente no qual a polícia utiliza com frequência munição não letal e bombas de gás contra os manifestantes ...",https://www1.folha.uol.com.br/cotidiano/2020/01/gestao-doria-usa-detencoes-e-lei-mais-dura-para-sufocar-protestos-em-sao-paulo.shtml,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
89,16.jan.2020 às 2h00,Folha de S.Paulo - Cotidiano,Gestão Doria usa detenções e lei mais dura para sufocar protestos em São Paulo,"Segundo o professor, a tática afasta pessoas que têm receio de estarem presas em um ambiente no qual a polícia utiliza com frequência munição não letal e bombas de gás contra os manifestantes ...",https://www1.folha.uol.com.br/cotidiano/2020/01/gestao-doria-usa-detencoes-e-lei-mais-dura-para-sufocar-protestos-em-sao-paulo.shtml,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
90,16.jan.2020 às 2h00,Folha de S.Paulo - Cotidiano,Gestão Doria usa detenções e lei mais dura para sufocar protestos em São Paulo,"Segundo o professor, a tática afasta pessoas que têm receio de estarem presas em um ambiente no qual a polícia utiliza com frequência munição não letal e bombas de gás contra os manifestantes ...",https://www1.folha.uol.com.br/cotidiano/2020/01/gestao-doria-usa-detencoes-e-lei-mais-dura-para-sufocar-protestos-em-sao-paulo.shtml,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
91,16.jan.2020 às 2h00,Folha de S.Paulo - Cotidiano,Gestão Doria usa detenções e lei mais dura para sufocar protestos em São Paulo,"Segundo o professor, a tática afasta pessoas que têm receio de estarem presas em um ambiente no qual a polícia utiliza com frequência munição não letal e bombas de gás contra os manifestantes ...",https://www1.folha.uol.com.br/cotidiano/2020/01/gestao-doria-usa-detencoes-e-lei-mais-dura-para-sufocar-protestos-em-sao-paulo.shtml,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
92,16.jan.2020 às 2h00,Folha de S.Paulo - Cotidiano,Gestão Doria usa detenções e lei mais dura para sufocar protestos em São Paulo,"Segundo o professor, a tática afasta pessoas que têm receio de estarem presas em um ambiente no qual a polícia utiliza com frequência munição não letal e bombas de gás contra os manifestantes ...",https://www1.folha.uol.com.br/cotidiano/2020/01/gestao-doria-usa-detencoes-e-lei-mais-dura-para-sufocar-protestos-em-sao-paulo.shtml,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
