,date,name,title_text,content_text,link,date_b,condor,guarda,disparo,matou,morto,mortos,morte,morreu,feriu,bala,fatal,não letal,não-letal,não letais,não-letais,bala de borracha,munição,borracha,granada,lacrimogêneo,condor_t,não_letal_G,morte_G,bala_de_borracha_G,year
93,16.jan.2020 às 2h00,Folha de S.Paulo - Cotidiano,Gestão Doria usa detenções e lei mais dura para sufocar protestos em São Paulo,"Segundo o professor, a tática afasta pessoas que têm receio de estarem presas em um ambiente no qual a polícia utiliza com frequência munição não letal e bombas de gás contra os manifestantes ...",https://www1.folha.uol.com.br/cotidiano/2020/01/gestao-doria-usa-detencoes-e-lei-mais-dura-para-sufocar-protestos-em-sao-paulo.shtml,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
94,16.jan.2020 às 2h00,Folha de S.Paulo - Cotidiano,Gestão Doria usa detenções e lei mais dura para sufocar protestos em São Paulo,"Segundo o professor, a tática afasta pessoas que têm receio de estarem presas em um ambiente no qual a polícia utiliza com frequência munição não letal e bombas de gás contra os manifestantes ...",https://www1.folha.uol.com.br/cotidiano/2020/01/gestao-doria-usa-detencoes-e-lei-mais-dura-para-sufocar-protestos-em-sao-paulo.shtml,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
95,10.dez.2019 às 14h46,Folha de S.Paulo - Cotidiano,Ação da PM com 9 mortos em Paraisópolis não teve oficial no comando,"Decidir quando se deve usar uma munição não letal, para onde encaminhar a multidão para dispersá-la, sempre deixando meios de escape. Esse é o papel do tenente.” ...",https://www1.folha.uol.com.br/cotidiano/2019/12/acao-da-pm-com-9-mortos-em-paraisopolis-nao-teve-oficial-no-comando.shtml,2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
96,10.dez.2019 às 14h46,Folha de S.Paulo - Cotidiano,Ação da PM com 9 mortos em Paraisópolis não teve oficial no comando,"Decidir quando se deve usar uma munição não letal, para onde encaminhar a multidão para dispersá-la, sempre deixando meios de escape. Esse é o papel do tenente.” ...",https://www1.folha.uol.com.br/cotidiano/2019/12/acao-da-pm-com-9-mortos-em-paraisopolis-nao-teve-oficial-no-comando.shtml,2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
97,10.dez.2019 às 14h46,Folha de S.Paulo - Cotidiano,Ação da PM com 9 mortos em Paraisópolis não teve oficial no comando,"Decidir quando se deve usar uma munição não letal, para onde encaminhar a multidão para dispersá-la, sempre deixando meios de escape. Esse é o papel do tenente.” ...",https://www1.folha.uol.com.br/cotidiano/2019/12/acao-da-pm-com-9-mortos-em-paraisopolis-nao-teve-oficial-no-comando.shtml,2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
98,10.dez.2019 às 14h46,Folha de S.Paulo - Cotidiano,Ação da PM com 9 mortos em Paraisópolis não teve oficial no comando,"Decidir quando se deve usar uma munição não letal, para onde encaminhar a multidão para dispersá-la, sempre deixando meios de escape. Esse é o papel do tenente.” ...",https://www1.folha.uol.com.br/cotidiano/2019/12/acao-da-pm-com-9-mortos-em-paraisopolis-nao-teve-oficial-no-comando.shtml,2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
99,10.dez.2019 às 14h46,Folha de S.Paulo - Cotidiano,Ação da PM com 9 mortos em Paraisópolis não teve oficial no comando,"Decidir quando se deve usar uma munição não letal, para onde encaminhar a multidão para dispersá-la, sempre deixando meios de escape. Esse é o papel do tenente.” ...",https://www1.folha.uol.com.br/cotidiano/2019/12/acao-da-pm-com-9-mortos-em-paraisopolis-nao-teve-oficial-no-comando.shtml,2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
100,10.dez.2019 às 14h46,Folha de S.Paulo - Cotidiano,Ação da PM com 9 mortos em Paraisópolis não teve oficial no comando,"Decidir quando se deve usar uma munição não letal, para onde encaminhar a multidão para dispersá-la, sempre deixando meios de escape. Esse é o papel do tenente.” ...",https://www1.folha.uol.com.br/cotidiano/2019/12/acao-da-pm-com-9-mortos-em-paraisopolis-nao-teve-oficial-no-comando.shtml,2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
101,10.dez.2019 às 14h46,Folha de S.Paulo - Cotidiano,Ação da PM com 9 mortos em Paraisópolis não teve oficial no comando,"Decidir quando se deve usar uma munição não letal, para onde encaminhar a multidão para dispersá-la, sempre deixando meios de escape. Esse é o papel do tenente.” ...",https://www1.folha.uol.com.br/cotidiano/2019/12/acao-da-pm-com-9-mortos-em-paraisopolis-nao-teve-oficial-no-comando.shtml,2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
102,10.dez.2019 às 14h46,Folha de S.Paulo - Cotidiano,Ação da PM com 9 mortos em Paraisópolis não teve oficial no comando,"Decidir quando se deve usar uma munição não letal, para onde encaminhar a multidão para dispersá-la, sempre deixando meios de escape. Esse é o papel do tenente.” ...",https://www1.folha.uol.com.br/cotidiano/2019/12/acao-da-pm-com-9-mortos-em-paraisopolis-nao-teve-oficial-no-comando.shtml,2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
103,10.dez.2019 às 14h46,Folha de S.Paulo - Cotidiano,Ação da PM com 9 mortos em Paraisópolis não teve oficial no comando,"Decidir quando se deve usar uma munição não letal, para onde encaminhar a multidão para dispersá-la, sempre deixando meios de escape. Esse é o papel do tenente.” ...",https://www1.folha.uol.com.br/cotidiano/2019/12/acao-da-pm-com-9-mortos-em-paraisopolis-nao-teve-oficial-no-comando.shtml,2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
104,10.dez.2019 às 14h46,Folha de S.Paulo - Cotidiano,Ação da PM com 9 mortos em Paraisópolis não teve oficial no comando,"Decidir quando se deve usar uma munição não letal, para onde encaminhar a multidão para dispersá-la, sempre deixando meios de escape. Esse é o papel do tenente.” ...",https://www1.folha.uol.com.br/cotidiano/2019/12/acao-da-pm-com-9-mortos-em-paraisopolis-nao-teve-oficial-no-comando.shtml,2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
105,4.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Ministério Público vai investigar mortes em baile de Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://www1.folha.uol.com.br/cotidiano/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-de-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
106,4.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Ministério Público vai investigar mortes em baile de Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://www1.folha.uol.com.br/cotidiano/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-de-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
107,4.dez.2019 às 2h00,Agora - São Paulo,Ministério Público vai investigar mortes em baile em Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://agora.folha.uol.com.br/sao-paulo/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-em-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
108,4.dez.2019 às 2h00,Agora - São Paulo,Ministério Público vai investigar mortes em baile em Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://agora.folha.uol.com.br/sao-paulo/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-em-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
109,4.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Ministério Público vai investigar mortes em baile de Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://www1.folha.uol.com.br/cotidiano/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-de-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
110,4.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Ministério Público vai investigar mortes em baile de Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://www1.folha.uol.com.br/cotidiano/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-de-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
111,4.dez.2019 às 2h00,Agora - São Paulo,Ministério Público vai investigar mortes em baile em Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://agora.folha.uol.com.br/sao-paulo/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-em-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
112,4.dez.2019 às 2h00,Agora - São Paulo,Ministério Público vai investigar mortes em baile em Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://agora.folha.uol.com.br/sao-paulo/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-em-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
113,4.dez.2019 às 2h00,Agora - São Paulo,Ministério Público vai investigar mortes em baile em Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://agora.folha.uol.com.br/sao-paulo/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-em-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
114,4.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Ministério Público vai investigar mortes em baile de Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://www1.folha.uol.com.br/cotidiano/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-de-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
115,4.dez.2019 às 2h00,Agora - São Paulo,Ministério Público vai investigar mortes em baile em Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://agora.folha.uol.com.br/sao-paulo/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-em-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
116,4.dez.2019 às 2h00,Agora - São Paulo,Ministério Público vai investigar mortes em baile em Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://agora.folha.uol.com.br/sao-paulo/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-em-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
117,4.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Ministério Público vai investigar mortes em baile de Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://www1.folha.uol.com.br/cotidiano/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-de-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
118,4.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Ministério Público vai investigar mortes em baile de Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://www1.folha.uol.com.br/cotidiano/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-de-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
119,4.dez.2019 às 2h00,Agora - São Paulo,Ministério Público vai investigar mortes em baile em Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://agora.folha.uol.com.br/sao-paulo/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-em-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
120,4.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Ministério Público vai investigar mortes em baile de Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://www1.folha.uol.com.br/cotidiano/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-de-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
121,4.dez.2019 às 2h00,Agora - São Paulo,Ministério Público vai investigar mortes em baile em Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://agora.folha.uol.com.br/sao-paulo/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-em-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
122,4.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Ministério Público vai investigar mortes em baile de Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://www1.folha.uol.com.br/cotidiano/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-de-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
123,4.dez.2019 às 2h00,Agora - São Paulo,Ministério Público vai investigar mortes em baile em Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://agora.folha.uol.com.br/sao-paulo/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-em-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
124,4.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Ministério Público vai investigar mortes em baile de Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://www1.folha.uol.com.br/cotidiano/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-de-paraisopolis-como-homicidios.shtml,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
125,3.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Divergências em versões de PMs trazem dúvida sobre estopim de pisoteamento,não letal. ...,https://www1.folha.uol.com.br/cotidiano/2019/12/divergencias-em-versoes-de-pms-trazem-duvida-sobre-estopim-de-pisoteamento.shtml,2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
126,3.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Divergências em versões de PMs trazem dúvida sobre estopim de pisoteamento,não letal. ...,https://www1.folha.uol.com.br/cotidiano/2019/12/divergencias-em-versoes-de-pms-trazem-duvida-sobre-estopim-de-pisoteamento.shtml,2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
127,3.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Divergências em versões de PMs trazem dúvida sobre estopim de pisoteamento,não letal. ...,https://www1.folha.uol.com.br/cotidiano/2019/12/divergencias-em-versoes-de-pms-trazem-duvida-sobre-estopim-de-pisoteamento.shtml,2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
128,3.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Divergências em versões de PMs trazem dúvida sobre estopim de pisoteamento,não letal. ...,https://www1.folha.uol.com.br/cotidiano/2019/12/divergencias-em-versoes-de-pms-trazem-duvida-sobre-estopim-de-pisoteamento.shtml,2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
129,3.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Divergências em versões de PMs trazem dúvida sobre estopim de pisoteamento,não letal. ...,https://www1.folha.uol.com.br/cotidiano/2019/12/divergencias-em-versoes-de-pms-trazem-duvida-sobre-estopim-de-pisoteamento.shtml,2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
130,3.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Divergências em versões de PMs trazem dúvida sobre estopim de pisoteamento,não letal. ...,https://www1.folha.uol.com.br/cotidiano/2019/12/divergencias-em-versoes-de-pms-trazem-duvida-sobre-estopim-de-pisoteamento.shtml,2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
131,3.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Divergências em versões de PMs trazem dúvida sobre estopim de pisoteamento,não letal. ...,https://www1.folha.uol.com.br/cotidiano/2019/12/divergencias-em-versoes-de-pms-trazem-duvida-sobre-estopim-de-pisoteamento.shtml,2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
132,3.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Divergências em versões de PMs trazem dúvida sobre estopim de pisoteamento,não letal. ...,https://www1.folha.uol.com.br/cotidiano/2019/12/divergencias-em-versoes-de-pms-trazem-duvida-sobre-estopim-de-pisoteamento.shtml,2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
133,3.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Divergências em versões de PMs trazem dúvida sobre estopim de pisoteamento,não letal. ...,https://www1.folha.uol.com.br/cotidiano/2019/12/divergencias-em-versoes-de-pms-trazem-duvida-sobre-estopim-de-pisoteamento.shtml,2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
134,3.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Divergências em versões de PMs trazem dúvida sobre estopim de pisoteamento,não letal. ...,https://www1.folha.uol.com.br/cotidiano/2019/12/divergencias-em-versoes-de-pms-trazem-duvida-sobre-estopim-de-pisoteamento.shtml,2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
135,1º.dez.2019 às 17h40,Folha de S.Paulo - Cotidiano,"PM encurralou multidão em vielas onde houve pisoteamento, indicam relatos e vídeos",Vídeos gravados pelos moradores dos altos das casas mostram a chegada dos policiais atirando munição não letal. ...,https://www1.folha.uol.com.br/cotidiano/2019/12/pm-encurralou-multidao-em-vielas-onde-houve-pisoteamento-indicam-relatos-e-videos.shtml,2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
136,1º.dez.2019 às 17h40,Folha de S.Paulo - Cotidiano,"PM encurralou multidão em vielas onde houve pisoteamento, indicam relatos e vídeos",Vídeos gravados pelos moradores dos altos das casas mostram a chegada dos policiais atirando munição não letal. ...,https://www1.folha.uol.com.br/cotidiano/2019/12/pm-encurralou-multidao-em-vielas-onde-houve-pisoteamento-indicam-relatos-e-videos.shtml,2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019
137,1º.dez.2019 às 15h49,Folha de S.Paulo - Cotidiano,"Criminosos usaram frequentadores do baile funk como escudos humanos, diz PM",Massera diz que os policiais não usaram arma de fogo e que a munição não letal foi utilizada numa ação de recuo.  ...,https://www1.folha.uol.com.br/cotidiano/2019/12/criminosos-usaram-frequentadores-do-baile-funk-como-escudos-humanos-diz-pm.shtml,2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
138,1º.dez.2019 às 15h49,Folha de S.Paulo - Cotidiano,"Criminosos usaram frequentadores do baile funk como escudos humanos, diz PM",Massera diz que os policiais não usaram arma de fogo e que a munição não letal foi utilizada numa ação de recuo.  ...,https://www1.folha.uol.com.br/cotidiano/2019/12/criminosos-usaram-frequentadores-do-baile-funk-como-escudos-humanos-diz-pm.shtml,2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
